comment,date,sentiment,Positivo,Negativo,Neutro
He's son just doesn't give a tuck,2016-11-10T01:42:36Z,1,1,0,0
The feeling of Loving your president!.. wow.. new and Incredible haha!,2016-11-10T01:41:50Z,1,1,0,0
He really don't know what he say,2016-11-10T01:41:50Z,-1,0,1,0
"Trump -- Called some woman fat and made some other ""Private"" comments which offended some women and made a few mistakes when speaking which meant that his ideas came out wrong.

Hillary -- Deleted 33,000 emails which were sent on a private server, laughed during the Benghazi trial, Lied to America about many many things, she was in office for 46 years and accomplished nothing, voluntarily defended a rapist and laughed at the victims and tried to cover it up, called black people super predators, called trump supporters dumb, says she is part of the middle class but wears $12,000 dress to an event, called the secret service a bunch of as*ho*es, put down stay at home mums and she has done so much more.

But yet people are upset that Trump won --- Don't listen to the media. Do your own research",2016-11-10T01:41:34Z,0,0,0,1
USA,2016-11-10T01:41:21Z,0,0,0,1
So this is how the apocalypse will start.,2016-11-10T01:41:13Z,0,0,0,1
it had to be another white old man. WHY COULDN'T IT HAVE BEEN THE FIRST WOMAN PRESIDENT.,2016-11-10T01:41:11Z,1,1,0,0
Still can't believe this garbage,2016-11-10T01:40:35Z,-1,0,1,0
Kid just wants to play Call of Duty lmfao,2016-11-10T01:40:33Z,-1,0,1,0
"hey ""americans"" go back to the place you came from, wait, you can't, you are here because europe doesn't like you 😙",2016-11-10T01:40:09Z,-1,0,1,0
"Cry bitchezzzzzzzz, HAHAHAHAHAHAHAHAHAHAHAHAHA! That's Mr. President Trump, don't forget it.",2016-11-10T01:40:09Z,-1,0,1,0
Is he drunk?,2016-11-10T01:39:53Z,-1,0,1,0
"I must admit I had a tear in my eye when he said he would be looking after the veterans .. I am Canadian, but very happy for the USA for the monumental changes to come.",2016-11-10T01:39:16Z,0,0,0,1
OH YEAH!,2016-11-10T01:39:06Z,-1,0,1,0
look at all those white people ahem chickens,2016-11-10T01:38:51Z,1,1,0,0
26:04 lol that bodyguard on the right is sooo focused :-D,2016-11-10T01:38:19Z,1,1,0,0
He sounds so devastated he won this shit !,2016-11-10T01:38:04Z,-1,0,1,0
10:53 look at his sons face for a couple of seconds as he stares at the crowd with that look. Hes really annoying me because ima try to watch this but he keeps hopping and fidgeting while im trying to look at Dat Boi (Donalds) Face,2016-11-10T01:37:44Z,-1,0,1,0
*SOOOO MUCH BUTTHURT!*,2016-11-10T01:37:38Z,-1,0,1,0
"ha, I don't usually comment on videos like this... but while the music's playing and I'm singing in my head, id just like to give a big FUCK YOU to everyone who put our country in danger voting for crooked killary just because trump offended you. good day guys.",2016-11-10T01:37:06Z,1,1,0,0
"Well, nice knowing you America",2016-11-10T01:37:00Z,1,1,0,0
My friend is getting deported 😥😥😥,2016-11-10T01:36:59Z,-1,0,1,0
"TO ALL CLINTON SUPPORTERS WHO RIOTED IN DISAPPROVAL- Ok, you've had your rant, you got it out of your system (acting like a bunch of apes out of control and spoiled brats, but I digress). Now, you have options:
1.  Get some rest, but on your big boy or girl pants tomorrow, take a deep breath and go get a job or go back to school. We had to deal with your absolute crap for 8 years and we acted sane; do the same. 
2.  IF YOU CANNOT OR DO NOT WISH TO COMPLY WITH #1, move back in with your parents (or continue living with your parents) and hopefully they can take care of you. You've had 8 years of laziness and free hand-outs, your time is over. The party was eventually going to end. 
3.  IF YOU CANNOT DO OR DO NOT WISH TO COMPLY WITH #1 or #2; get out of our country. 

See, Republicans are reasonable: we give options. But, I did not serve my country and watch fellow brothers die protecting your right to shove gay marriage and gay tolerance down MY throats, forcing my church to close or COMPLY WITH in-Godly marriage ceremonies or be sued. I did not defend you right to sue bakers who would not bake a wedding cake for your wedding. There is no such thing as separation of church and state-look it up. Not in our constitution, Declaration of Independence, bill of rights. Not there. I should be able to practice my faith without government interference which your gay referendum is violating my rights. And I definitely did not serve my country so you could shout racism and riot when you're the racists for bringing color into any situation. And I didn't defend this country so when you liberals don't get your way, you feel like you can reenact The Walking Dead and lie on streets, moan and hiss. In combative situations, go ahead and do that-you just make yourself an easier target and I don't want to worry about you running up and hugging the first ISIS troops. That's fine just duck because I will be aiming.",2016-11-10T01:35:45Z,1,1,0,0
What a great day for the world at large..,2016-11-10T01:35:43Z,1,1,0,0
"""A hard fort Campaign""

- Donald Trump, 2016",2016-11-10T01:35:37Z,-1,0,1,0
"This year was a hard year, i didn't know who i supported. Thats why i have a Trump AND Hillary sign on my yard.",2016-11-10T01:34:54Z,-1,0,1,0
i feel bad for the kid. he looks really over-whelmed,2016-11-10T01:34:21Z,-1,0,1,0
"You have to give credit to Trump after a year and a half of harsh criticism, hate, lies from the media, attacks from the media, attacks from both sides of the party, and false allegations. 

The American people have spoken,  the establishment and media has lost. We proved them wrong! Say all hate or criticism you want, which is fine, but we need to unite together. Trump won, so now Hillary supporters have to accept Trump. 

Thank you all who help and fought for the Trump campaign! WE WON!   #MAGA #PresidentTrump",2016-11-10T01:34:20Z,1,1,0,0
"Who  is that little boy?  He look's just like Trump,",2016-11-10T01:33:31Z,1,1,0,0
Thanks idiots...thank you...,2016-11-10T01:33:27Z,1,1,0,0
"let give him a chance, he might surprise all of us.. he is actually gonna make sure everyone in the u.s.a have a job.. trust. he is not that bad, he just speaks the truth and sometimes it comes out bad.",2016-11-10T01:32:30Z,1,1,0,0
USA! USA! USA!,2016-11-10T01:32:13Z,-1,0,1,0
Everyone was against Trump except the people who vote. Democracy>oligarchy.,2016-11-10T01:31:14Z,-1,0,1,0
You know who else my ass,2016-11-10T01:30:43Z,0,0,0,1
#wise words of wisdom,2016-11-10T01:30:32Z,1,1,0,0
Barron looks like he's going to fall asleep right then and there. But it was 3 in the morning and It was probably hard day,2016-11-10T01:30:10Z,-1,0,1,0
Kiss my ass,2016-11-10T01:29:26Z,1,1,0,0
Who is this guy? I might have voted for him if he had run.,2016-11-10T01:29:20Z,1,1,0,0
Let's just hope that he's a decent guy and it was all a show to get votes and in the end he ends up being ok as a president.,2016-11-10T01:28:57Z,1,1,0,0
"All you supporters of Mr. Trump, congratulations. However, do not get too caught up in this, thinking he's going to fix every problem in the world or keep every campaign promise he made - I see echoes of the Messiah treatment that Obama was given after his first election among many Trump supporters. You all should know by now how politics works.",2016-11-10T01:28:57Z,1,1,0,0
Good luck for all the Americans over there. Your going to have the hardest 4 years of your life. #saveamerica,2016-11-10T01:28:47Z,-1,0,1,0
"I don't care if trump one the presidency all I care about is what's going to happen to my family. This man is going to separate many people from their families if he succeeds in what he says he's going to do, which is kick out undocumented immigrants. I am a 17 year old male with a 7 year old brother. Please do not separate us from our family.",2016-11-10T01:28:24Z,-1,0,1,0
WHY??????????????????????????????,2016-11-10T01:27:54Z,0,0,0,1
Finally who would've thought the bullied one is the President of America! Boom! 👊👊👊👏👏👏,2016-11-10T01:27:31Z,1,1,0,0
The kid in the back wants to be at a desktop computer so bad.. he was like how long is this speech thing going to take..,2016-11-10T01:27:13Z,-1,0,1,0
he forgot Donald Trump Jr,2016-11-10T01:27:07Z,-1,0,1,0
"Great thing ! Americans are not idiots . This is the day of the 
revolution in democratic world . I hope You will live very long and rule
 wisely Mr President Trump . Great support from Poland . We , Poles , 
don't need Your love , but only no hate , I believe it's possible  . 
Thanks in advance . True congratulations once again .",2016-11-10T01:27:04Z,1,1,0,0
""" this political stuff is nasty and its tough"" Are you fucking kidding me?",2016-11-10T01:26:47Z,-1,0,1,0
"""His/Her potential"" did you just assume my gender you kook *TRIGGERED*",2016-11-10T01:26:34Z,1,1,0,0
What's with the kid?,2016-11-10T01:26:21Z,1,1,0,0
I'm not a tump supporter in any way but I like how he took 10 minutes to walk to the door just because he was talking to basically everyone who started a conversation with him. Really shows he sees them as individuals and not some faceless mass that gives him political clout,2016-11-10T01:26:18Z,1,1,0,0
No mention of the wall and no god bless america.How will his base feel,2016-11-10T01:26:17Z,1,1,0,0
Fuck donald trump he looks like a dumbass,2016-11-10T01:26:04Z,-1,0,1,0
"9:48 the kid on his side was like ""wtf am i doing here?""",2016-11-10T01:26:02Z,-1,0,1,0
Trump/pence2016!,2016-11-10T01:25:54Z,1,1,0,0
His youngest son looks exactly like him lol,2016-11-10T01:25:41Z,1,1,0,0
"CONGRATULATIONS MR. TRUMP!!! Time to make some needed changes!!!  You have a huge job ahead with Supreme Court, Cleaning the Swamp, ISIS, Media issues, Taxes, immigrates and the list goes on. Just hope we can come together!  If people showed a little RESPECT for each other it could be done.  GO FOR IT!!",2016-11-10T01:25:31Z,0,0,0,1
As I'm on my way to Canada good luck America,2016-11-10T01:25:29Z,1,1,0,0
That kid definitely wants to go home and sleep,2016-11-10T01:25:09Z,-1,0,1,0
"Hillary feminists ""mission failed, we'll gettem next time""",2016-11-10T01:25:02Z,-1,0,1,0
Do the rolling stones know about trump using one of their tunes,2016-11-10T01:24:35Z,1,1,0,0
"GOD I hate, HATE Trump but darn that was a great speech",2016-11-10T01:24:26Z,-1,0,1,0
any Canadians in utter shock right now?,2016-11-10T01:24:25Z,-1,0,1,0
"the music is so similar to the music that plays in the Biff Tannon museum, it's uncanny.",2016-11-10T01:24:18Z,1,1,0,0
Barron Trump for President!  Go Barron!,2016-11-10T01:24:08Z,1,1,0,0
The kid on the right tho😂😂,2016-11-10T01:23:51Z,1,1,0,0
I just came to dislike,2016-11-10T01:23:49Z,-1,0,1,0
He did it with just a pen and paper,2016-11-10T01:23:38Z,-1,0,1,0
Why us...,2016-11-10T01:23:28Z,0,0,0,1
"Mike pence getting redder and redder,wtf everyone but me oh now you shake my hand is that it what the hell",2016-11-10T01:23:14Z,0,0,0,1
"Started as a joke, now he's the president of the united states. The government is officially a joke lolol",2016-11-10T01:23:10Z,1,1,0,0
U.S.A,2016-11-10T01:23:05Z,1,1,0,0
So WWE fans are more then anything in America !,2016-11-10T01:23:03Z,-1,0,1,0
THE DEVIL!! fuck usa is FUCKED!,2016-11-10T01:23:01Z,-1,0,1,0
I'm just glad ObamasObama's outaouts here,2016-11-10T01:22:26Z,1,1,0,0
I'm just glad ObamasObama's outaouts here,2016-11-10T01:22:26Z,1,1,0,0
I'm just glad ObamasObama's outaouts here,2016-11-10T01:22:26Z,1,1,0,0
Barron Trump is Donald's mini-me.  HOw funny!,2016-11-10T01:22:18Z,1,1,0,0
racists won!!!!,2016-11-10T01:21:45Z,-1,0,1,0
"Liberals are so desperate... they try to suck as many colored tits and cocks so they don't feel ''racist'', fascist, homophobic or xenophobic. They say:

- Trump will cause WW3 / Hillary actually admitted a possible conflict with Russia and Iran during her reign as president (Something all ''liberals'' like to pass aside).
- Clinton has a criminal passed during her stay in the White House, a lot of people do not know about (millennials).
- Trump has a lot of national, patriotic and middle-class people behind him, while Clinton has Communist, Cultural Marxist, Liberal, LGBT, Anarchistic, Anti-white (reversed nazi's) and poor colored people behind her. 
- Clinton is praised by SJW's and liberal college students. while they don't know half the fact about her role against the Afro-American community, her stance against homosexuality and hostile trade pacts in the past.
- Hillary has officially been recorded lying by showing footage of past recordings, while stating the reversed truth (like the sniper incident...)
- Hillary might be involved in one of the biggest scandals ever done to a nation (Personal emails, her role during the Lebanon crisis)
- Hillary is actually said to be a cold angry person when the camera's are off.
- *Trump said outrages things on TV*, Clinton DID outrages things in real life.
- Trump rally's are said to be crowded by thousands of peoples, while Clinton's rally's were crowded by only a few hundred. The media tried to make it look like Hillary had thousands of supporters, while independent journalists showed the truth.
- Trump is against illegal immigrants, Clinton wanted to invite more illegal immigrants. Why does the USA need MORE illegal immigrants if I might ask? To get a more colored society? To get a more cultured society? To destroy the white establishment? To destroy white ethnic homogeneous society's within the USA? The get more more votes for the democrats (a lot of colored people voted for Hillary... so there is a huge correlation). Do not forget that the USA had a 95% white population around 1950. 
- Trump only had at least one famous person who recommended him in his campaign. Clinton had HUNDREDS of famous persons she needed to get their fans to vote for her. Only dumb people let their choice be influences by their idols. 
- The USA WAS indeed great when it was ruled by white people in the past, but also later by those of other backgrounds. However... some organisations and youth clubs are turning these people with ''other backgrounds'' against white people.
-Trump had many Black, Asian and Latino people supporting him, something the ''media'' wants to keep silent. People of ALL backgrounds want to see the madness going on in the USA stop.

Your turn... liberals:",2016-11-10T01:21:43Z,-1,0,1,0
"Kid rolls eyes ,dad come on im tired.I have school in the morning",2016-11-10T01:21:24Z,-1,0,1,0
We all want to see Dakota people free tomorow!,2016-11-10T01:21:23Z,-1,0,1,0
"Trump's son is standing there like, ""When is this gonna be over?""",2016-11-10T01:21:22Z,1,1,0,0
Trump isn't a Republican. He is just a Democrat that switched because he knew a large majority of Republicans are uneducated.,2016-11-10T01:21:06Z,1,1,0,0
PUUUUUUUURGEEEEEEEEEEE,2016-11-10T01:20:16Z,0,0,0,1
ma il ragazzino a destra che droga ha preso?,2016-11-10T01:19:45Z,1,1,0,0
😂poor baron was about to fall over,2016-11-10T01:19:17Z,0,0,0,1
"Not gonna lie, America really shit the bed by voting Trump as President... then again Clinton isn't any better.... hopefully in 4 years America will elect a better person.",2016-11-10T01:19:12Z,0,0,0,1
"Today is 11/9/2016. It is a sad day for America, as sad as if it was 9/11/2001.
Donald Dump has been a laughing stock for the world to laugh at. He IS what he wants to grab the women by.
Today, I weep for America.
The greatest country in the world is now led by a 5yo maniac president Donald Dump. Very sad! 😢😢😢",2016-11-10T01:19:11Z,-1,0,1,0
Fucking people these days,2016-11-10T01:19:04Z,-1,0,1,0
What happens if Trump succumbs to the ravages of old age and years of prostituting and substance abuse?,2016-11-10T01:18:49Z,-1,0,1,0
South Park?,2016-11-10T01:18:49Z,1,1,0,0
"Wow, I guess since he won hopefully he knows the weight on his shoulders. He seems to be taking this victory speech very seriously and isn't going on the racist/angry  mumbo jumbo he typically does. Let's just have faith he handles the presidency of the United States the same way.",2016-11-10T01:18:49Z,0,0,0,1
Pointless crying by the SJW beta male cucks and triggered basic bitch retards that cant accept reality in the comments... BWAHAHAHAHAHA!,2016-11-10T01:18:42Z,-1,0,1,0
"There was this guy in a coffee shop that said I look like Donald trumps son





Then I broke his nose",2016-11-10T01:18:42Z,-1,0,1,0
"What did someone say around 9:48 about Obama? I couldnt catch it,",2016-11-10T01:18:20Z,-1,0,1,0
"""USA,USA"". Christ get over yourselves. United Shithole of America xD",2016-11-10T01:18:19Z,1,1,0,0
"Since Trump the Stump won, does that means he's made America great just by winning, is he still making America great, or has he not done it yet? I'm confused....",2016-11-10T01:18:11Z,-1,0,1,0
"Cry more, libs. Your stupid ass frigid bitch candidate picked a fight with a cartoon frog in a general election. What did you think would happen?",2016-11-10T01:18:09Z,-1,0,1,0
"Maybe next time we'll get our first female president, but for now, we have to put our trust in this man. I disagree with so much that he has done, as well as with Pence, but we have to at least try to stick together. I'm going to be mature, and not spout things about either candidate on here now, but rather ask people to band together, whether in fear, hope, joy, sadness, depression, or anything else. We need each other.",2016-11-10T01:18:01Z,-1,0,1,0
he didnt say God bless America at the end !!,2016-11-10T01:17:46Z,-1,0,1,0
A sad day in American history. ...Could nuclear war be coming?,2016-11-10T01:17:39Z,-1,0,1,0
that kid looks like he want to puke or faint,2016-11-10T01:16:50Z,-1,0,1,0
He's literally reading the whole time wtf,2016-11-10T01:15:57Z,-1,0,1,0
A lot of white faces in that crowd,2016-11-10T01:15:52Z,1,1,0,0
"It's all sugary for now,there's no provocative element but we'll bout it later..still can't trust this man",2016-11-10T01:15:18Z,-1,0,1,0
Donald Trump VICTORY SPEECH | Full Speech as President Elect of the United States,2016-11-10T01:15:14Z,1,1,0,0
what no lock her up.You know they really want you to do that,2016-11-10T01:14:40Z,-1,0,1,0
"Yip, I am so glad I am NOT an American right now..... lol",2016-11-10T01:14:37Z,1,1,0,0
10:09 kid claps like penguin or wtf is that?,2016-11-10T01:13:54Z,-1,0,1,0
WELL DONE Donald ! from an aussie who supported you for years!  Go after it mate!,2016-11-10T01:13:39Z,1,1,0,0
chill... goddamn.  These comments,2016-11-10T01:13:28Z,1,1,0,0
"C'mon, that was a great speech, that persona is one of a president. 

THIS, is the real Trump.",2016-11-10T01:13:26Z,1,1,0,0
I'm Canadian 😪,2016-11-10T01:12:42Z,0,0,0,1
Living proof that all publicity is good publicity.,2016-11-10T01:12:25Z,1,1,0,0
Kid in the right is 100% doing drugs lol.,2016-11-10T01:12:24Z,1,1,0,0
how could anyone say shit about his son omg you can see he is tired,2016-11-10T01:12:21Z,-1,0,1,0
"Both candidates suck. Stop crying Hillary lost. The senate won't let crazy shit happen from trump. Just live you life. And start realizing your will actually ""have"" to work to earn something.",2016-11-10T01:12:13Z,-1,0,1,0
was that jew s a or usa .Sometimes you see and hear that at trump rallies,2016-11-10T01:11:50Z,1,1,0,0
Fuck me.,2016-11-10T01:11:38Z,-1,0,1,0
"There's something wrong with the people in the comment section, have your parents taught you manners?",2016-11-10T01:11:16Z,-1,0,1,0
I DONT FUCKING CARE ABOUT SARAH,2016-11-10T01:11:06Z,-1,0,1,0
"There's something wrong with the people in the comment section, have your parents taught you manners?",2016-11-10T01:11:02Z,-1,0,1,0
I gotta start getting ready for world war 3 OML I HOPE KANYE RUNS FOR PRESIDENT IN 2020 OUR WORLD WILL ACTUALLY BE SMART AND TRENDY BOI FRRRRRRR I WISH KANYE COULD DO SOMETHING I hope he runs like he said he would *drops mike,2016-11-10T01:10:48Z,0,0,0,1
Is it me the only person lookin at the kiddo in the right?,2016-11-10T01:10:47Z,0,0,0,1
"This is shit trump who  has no experience in military nor in politics becomes a president of the usa a discriminatory, unprofessional shit will serenely ruin and divide our country. It is very unfortunate to Americans to have an unstable man like him",2016-11-10T01:10:39Z,-1,0,1,0
Amazing victory.,2016-11-10T01:10:25Z,1,1,0,0
30:18 I love how there are bullet holes :p,2016-11-10T01:10:14Z,1,1,0,0
"Lol, that kid is so fidgety and shit. Whoever put him there, right in the camera, was stupid as fuck. That kid doesn't need a camera on him.",2016-11-10T01:10:09Z,-1,0,1,0
"the kid next to him is like "" Ahh Shit! I'm going to end up in a body bag like Hitler's kids by the end of Poppy's  term"" #truthhurts",2016-11-10T01:09:40Z,-1,0,1,0
I just realized that their ties makes the American flag colors,2016-11-10T01:09:36Z,-1,0,1,0
wtf,2016-11-10T01:09:29Z,-1,0,1,0
I see ABc is kissing tail to cover the Trump Tain now,2016-11-10T01:09:12Z,1,1,0,0
wait wait wait wait wait wait he just went against everything hes said 8:25-8:30,2016-11-10T01:08:59Z,-1,0,1,0
Lol when I like the video it reaches 18k then when I dislike it moves up to 15k hmmm what should I pick,2016-11-10T01:08:21Z,-1,0,1,0
OBAMA YOURE FIRED BITCH,2016-11-10T01:07:10Z,1,1,0,0
"Can we get more dislike buttons please?
He is NOT my president.",2016-11-10T01:06:23Z,-1,0,1,0
"You gotta love everything he's saying. I grew up Democrat, and I am Democrat no longer (although I sure as hell am not Republican either). I was against everything Trump stood for, and I was against everything Hillary stood for. I truly hope he leads our country to victory. And like I said, you gotta love everything he's saying, but jesus christ... that crowd is obnoxious as all fuck.",2016-11-10T01:06:20Z,1,1,0,0
Orange became the black now 😂😂 Mexicans no hard feelings and Donald go FUCK yo self,2016-11-10T01:06:17Z,-1,0,1,0
fuck trump,2016-11-10T01:06:14Z,-1,0,1,0
9:15 why does that kid look like he's sucking on five warheads 😂😂😂,2016-11-10T01:06:14Z,-1,0,1,0
That boy by trump looks board like really board 😂,2016-11-10T01:05:13Z,-1,0,1,0
"They tried to take our jobs, and we let them go reluctantly.  Could this be true?  They just are allowed to ship our jobs overseas?

They tried to take our wealth, and we yielded to them again.  How could we give them so much for so little in return?  We've sold out the American people.

Then they tried to take our freedom and we fought with OUR LIVES.  How do we cope?

And then, they tried to take our memes, and we decided enough is enough.  Now is the time for the change we were promised 8 years ago.

We're gonna MAGA.",2016-11-10T01:04:57Z,-1,0,1,0
WWIII here we come!,2016-11-10T01:04:49Z,1,1,0,0
Umm bye guys I am moving to Canada,2016-11-10T01:04:21Z,-1,0,1,0
I was just watching the kid.,2016-11-10T01:04:15Z,1,1,0,0
"Will you are incorrect. Trump won by more than 100,000 actual votes",2016-11-10T01:04:03Z,0,0,0,1
:v y como lo predijo los simpson asi se acabara estados unidos y rusia y china seran las nuevas potencias mundiales adios a estados unidos,2016-11-10T01:03:50Z,1,1,0,0
DONALD TRUMP IS A DISGRACE IM TELLING YOU DISGRACE,2016-11-10T01:03:22Z,-1,0,1,0
Wow America eletected Donald Dump,2016-11-10T01:02:27Z,-1,0,1,0
our first lady is literally a mail order bride..,2016-11-10T01:02:24Z,1,1,0,0
Fuck u trump,2016-11-10T01:02:17Z,-1,0,1,0
Thank fuck this so-called election is over.,2016-11-10T01:02:00Z,1,1,0,0
"I am a Mexican/American 14 year old natural born Citizen.  I, was very very irritated, disappointed, angry, and sad when I found out Donald Trump became president.  This speech sounded nothing like his campaign.  In this speech I had a little hope that the United States would not go to hell but, I am typing this because although I like this speech...I don't know what to think of him anymore because I hated him during his campaign but I loved his speech because they were so different.  I guess what I am trying to say is what do I believe?!  The Donald Trump who called my people (Mexicans),  ""rapists""...""murderers""...and ""Drug dealers""...  Or do I believe the very different Trump who in his Acceptence Speech told us that we were going to unite and introduced new ideas.  I still at the moment am very angry at this man named Donald Trump but I want people to reply to this comment...Don't be rude, Racist, or disrespectful, I want YOU to list your opinion...Argue but be respectful when debating...so thank you if you read this...I hate no one unless they threaten me, my family, or my friends and he has done all of the above, because we are all minorities.",2016-11-10T01:01:53Z,-1,0,1,0
"I am a Mexican/American 14 year old natural born Citizen.  I, was very very irritated, disappointed, angry, and sad when I found out Donald Trump became president.  This speech sounded nothing like his campaign.  In this speech I had a little hope that the United States would not go to hell but, I am typing this because although I like this speech...I don't know what to think of him anymore because I hated him during his campaign but I loved his speech because they were so different.  I guess what I am trying to say is what do I believe?!  The Donald Trump who called my people (Mexicans),  ""rapists""...""murderers""...and ""Drug dealers""...  Or do I believe the very different Trump who in his Acceptence Speech told us that we were going to unite and introduced new ideas.  I still at the moment am very angry at this man named Donald Trump but I want people to reply to this comment...Don't be rude, Racist, or disrespectful, I want YOU to list your opinion...Argue but be respectful when debating...so thank you if you read this...I hate no one unless they threaten me, my family, or my friends and he has done all of the above, because we are all minorities.",2016-11-10T01:01:42Z,-1,0,1,0
President for all the millionaires  of america,2016-11-10T01:01:37Z,1,1,0,0
"TRUMP WON ONLY THE ELECTORAL VOTE....HE DID NOT WIN THE ""POPULAR MAJORITY"" VOTE.  MORE ACTUAL VOTING INDIVIDUAL AMERICANS VOTED AGAINST TRUMP THAN FOR HIM.",2016-11-10T01:01:16Z,1,1,0,0
His son knows wassup just watch his face the whole time - imagine having this monster for a father,2016-11-10T01:00:59Z,1,1,0,0
Half the country likes Trump and the other half is about to riot,2016-11-10T01:00:53Z,1,1,0,0
America doomed....,2016-11-10T01:00:48Z,-1,0,1,0
"Did anybody else notice at the end they are playing ""you can't always get what you want"" by The Rolling Stones",2016-11-10T01:00:47Z,-1,0,1,0
i hate usa now so much,2016-11-10T01:00:26Z,-1,0,1,0
"Donald Trump 2016, 2020
Ivanka Trump 2024, 2028

Believe me.",2016-11-10T01:00:26Z,0,0,0,1
His son seems to be scared of his dads supporters ... Either that or he needs a coffee,2016-11-10T01:00:21Z,-1,0,1,0
I bet on everything you want that there will be at least one assasination atempt,2016-11-10T01:00:13Z,0,0,0,1
"I've lived 8 Years of nothing but Hell. I think its time that we as the american people stood up, God Bless America.",2016-11-10T00:59:58Z,1,1,0,0
Trump has absolutely no freaking idea what he just got himself into,2016-11-10T00:59:55Z,-1,0,1,0
"Amazing. Trump fought against the establishment, the media, the democratic party, the republicans, and the racist, hateful Hillary supporters and STILL won. I bet Hillary called Trump and begged him not to arrest her. I think she will flee the nation and go home to Saudi Arabia and finally let her beard grow.",2016-11-10T00:59:49Z,-1,0,1,0
It makes me SICK thinking trump supporters are actual people they are PHYSCOS PHYSCOS I'm telling you how in there right mind would they think it's normal to vote for a FUCKING racist person and a person who thinks disrespecting WOMEN is ok I may not be from America but I am SOOO HAPPY I'm not because I would rather KILL myself then to have trump as my president. PRAY FOR AMERICA.,2016-11-10T00:59:45Z,1,1,0,0
I'm embarrassed to live here right now. SECEDE!,2016-11-10T00:59:33Z,-1,0,1,0
There's more people on stage then there is audience..,2016-11-10T00:59:07Z,0,0,0,1
Lol look at jr trump he's like omg f this I wanna go play mine craft :((,2016-11-10T00:59:05Z,-1,0,1,0
Well at least the memes came true guys,2016-11-10T00:58:50Z,1,1,0,0
ugly,2016-11-10T00:58:43Z,-1,0,1,0
The kid doesn't look happy,2016-11-10T00:58:30Z,1,1,0,0
"Open question: Several mainstream media outlets claim that Clinton ""may have"" or has won the popular vote over Trump. After pulling up the current electoral map (according to Google anyway) I've added up the total votes for each of them: Currently Trump's total is 65,624,676, and she holds 59,838,642 popular votes. What am I missing here?",2016-11-10T00:58:28Z,0,0,0,1
what is the deal with the kid? is he on drugs?,2016-11-10T00:57:38Z,0,0,0,1
Those two girls got sexual assaulted by trump,2016-11-10T00:57:20Z,0,0,0,1
"What about that kid on the right , is he on pills",2016-11-10T00:57:15Z,-1,0,1,0
Trump son looks like he is really board,2016-11-10T00:57:15Z,-1,0,1,0
Pence's daughter though,2016-11-10T00:57:12Z,0,0,0,1
"Did someone shout ""Kill Obama"" at 9:48?",2016-11-10T00:56:58Z,-1,0,1,0
"""Kill Obama"" at 9:48. Watch the kid's face haha",2016-11-10T00:56:54Z,0,0,0,1
What's the music in the background when Trump walked out?,2016-11-10T00:56:23Z,1,1,0,0
ropes and cables are starting to make funny shapes around me,2016-11-10T00:56:12Z,0,0,0,1
That kid's a meme. Turn off the sound and just watch him,2016-11-10T00:55:06Z,1,1,0,0
"I don't know why people are giving him shit, and why people are not giving him shit. We don't know what he will do, digging up videos from 10 years ago about nothing to do with his political stance is showing that we have no idea. Idk, give him a chance, or don't.",2016-11-10T00:54:37Z,-1,0,1,0
Thank god the seat wont be given to him untill January,2016-11-10T00:54:27Z,0,0,0,1
it offends me that he's abusing a stones song like this.,2016-11-10T00:54:18Z,-1,0,1,0
Is there something wrong with his youngest kid? Does anyone know because if he hasn't been diagnosed as autistic then his mom and dad need that tending to. The kids body language was truly aweful. Uncomfortable to say the least...shutting himself down...Talk about sensory overload.....kid needed his bed.,2016-11-10T00:54:16Z,-1,0,1,0
"Hillary Clinton lost so funny ha ha ha ha ha ha ha ha ha am glad that Donald Trump won 
Hail Donald Trump",2016-11-10T00:54:07Z,1,1,0,0
"look what you idiots have done, look at his face and his famiy's faces, trump never wanted this, he does not look happy neither do his wife or kids,  He knows the truth- he has no idea what he;s going to do, he looks completely overwhelmed and unhappy....",2016-11-10T00:53:53Z,-1,0,1,0
The song that's playing at the very end kinda creeps me out....,2016-11-10T00:53:24Z,1,1,0,0
Trump does not deserve to be the president because of his actions. He is a racist and a sexist that spreads hatred. He is not a role model. There are so many ignorant people in this world which is unbelievable. #NotMyPresident,2016-11-10T00:53:03Z,0,0,0,1
Trump I thought you wast ready but tonight I saw a President on that stage,2016-11-10T00:52:53Z,0,0,0,1
"Mr Trump as an elite businessman, he understand there are tremendous potential (constructions) in US. He mentioned, this is what his URGENT TASK now he wanted to do. He is going to the inner cities, rebuilding (infrastructures) highways, bridges, tunnels, hospitals, schools.... 

Put millions of people to rebuild these. What a American Construction President !!! Seem he forgot the Great Wall along the Mexico border ??? Americans should ready for construction business and career opportunities !!!

One thing - Where are the Money come from ??? China did all Trump mentioned above, their Money part of most is from Americans, also other parts of the world. What are the things Americans can sell well to China and the rest of the world ? Before Mr Trump's dream can visualize ?",2016-11-10T00:52:25Z,1,1,0,0
boo why trump,2016-11-10T00:52:24Z,-1,0,1,0
"He better rebuild my schools damn bathroom, cuz tat shit aint got a lock damn it.....",2016-11-10T00:52:19Z,-1,0,1,0
I swear people think they're going to get deported to Mexico or somewhere else. THATS NOT TRUE! Donald Trump said no illegal immigrants in the U.S not just all muslims in America fucking retards,2016-11-10T00:52:11Z,-1,0,1,0
